384850 1273035600 7.081964 50.885661 #--- 1273035600.0
384850 1273035681 7.097943 50.885358 #--- 1273035600.0
384850 1273035701 7.101663 50.884488 #--- 1273035600.0
384850 1273035704 7.10221 50.884085 #--- 1273035600.0
384850 1273035709 7.102491 50.883173 #--- 1273035600.0
384850 1273035712 7.103045 50.882849 #--- 1273035600.0
384850 1273035723 7.105232 50.882947 #--- 1273035600.0
384850 1273035776 7.101615 50.892528 #--- 1273035600.0
384850 1273035805 7.101454 50.898216 #--- 1273035600.0
384850 1273035827 7.099714 50.902234 #--- 1273035600.0
384850 1273035853 7.099366 50.907432 #--- 1273035600.0
384850 1273035865 7.099955 50.909595 #--- 1273035600.0
384850 1273035899 7.105296 50.913767 #--- 1273035600.0
384850 1273035900 7.105296 50.913767 #--- 1273035900.0
384850 1273036117 7.10679 50.915106 #--- 1273035900.0
384850 1273036179 7.107152 50.915546 #--- 1273035900.0
384850 1273036200 7.107237 50.915714 #--- 1273035900.0
384850 1273036200 7.107237 50.915714 #--- 1273036200.0
384850 1273036204 7.108182 50.917204 #--- 1273036200.0
384850 1273036221 7.114136 50.914873 #--- 1273036200.0
384850 1273036238 7.107909 50.917316 #--- 1273036200.0
384850 1273036243 7.106985 50.915797 #--- 1273036200.0
384850 1273036251 7.103828 50.915722 #--- 1273036200.0
384850 1273036291 7.088756 50.919045 #--- 1273036200.0
384850 1273036323 7.076185 50.919303 #--- 1273036200.0
384850 1273036335 7.071934 50.920462 #--- 1273036200.0
384850 1273036349 7.066896 50.922772 #--- 1273036200.0
384850 1273036355 7.06467 50.923165 #--- 1273036200.0
384850 1273036484 7.015546 50.91479 #--- 1273036200.0
384850 1273036500 7.009624 50.913224 #--- 1273036200.0
384850 1273036500 7.009624 50.913224 #--- 1273036500.0
384850 1273036514 7.004682 50.911032 #--- 1273036500.0
384850 1273036523 7.001566 50.909013 #--- 1273036500.0
384850 1273036601 6.978985 50.890121 #--- 1273036500.0
384850 1273036623 6.971235 50.886424 #--- 1273036500.0
384850 1273036650 6.961479 50.884219 #--- 1273036500.0
384850 1273036666 6.955373 50.883821 #--- 1273036500.0
384850 1273036683 6.948591 50.884197 #--- 1273036500.0
384850 1273036702 6.941535 50.885512 #--- 1273036500.0
384850 1273036724 6.933504 50.887881 #--- 1273036500.0
384850 1273036781 6.913721 50.89677 #--- 1273036500.0
384850 1273036785 6.913024 50.898057 #--- 1273036500.0
384850 1273036793 6.910707 50.899629 #--- 1273036500.0
384850 1273036800 6.912602 50.901501 #--- 1273036500.0
