136271 1273036500 6.933746 50.878432 #--- 1273036500.0
136271 1273036508 6.932782 50.877835 #--- 1273036500.0
136271 1273036529 6.935436 50.877406 #--- 1273036500.0
136271 1273036566 6.937728 50.881675 #--- 1273036500.0
136271 1273036799 6.957526 50.904682 #--- 1273036500.0
136271 1273036800 6.957526 50.904682 #--- 1273036800.0
136271 1273036875 6.962611 50.910577 #--- 1273036800.0
136271 1273036893 6.962349 50.91242 #--- 1273036800.0
136271 1273036978 6.959668 50.920765 #--- 1273036800.0
136271 1273036982 6.959866 50.92116 #--- 1273036800.0
136271 1273036997 6.958388 50.921432 #--- 1273036800.0
136271 1273037058 6.952631 50.924103 #--- 1273036800.0
136271 1273037078 6.953735 50.92585 #--- 1273036800.0
136271 1273037099 6.952443 50.924105 #--- 1273036800.0
