1261719 1273038000 7.052008 50.864636 #--- 1273038000.0
1261719 1273038030 7.047535 50.866185 #--- 1273038000.0
1261719 1273038040 7.046208 50.867185 #--- 1273038000.0
1261719 1273038066 7.048763 50.870324 #--- 1273038000.0
1261719 1273038083 7.049831 50.872638 #--- 1273038000.0
1261719 1273038090 7.049947 50.873805 #--- 1273038000.0
1261719 1273038107 7.05176 50.875785 #--- 1273038000.0
1261719 1273038131 7.053696 50.878945 #--- 1273038000.0
1261719 1273038147 7.055501 50.880666 #--- 1273038000.0
1261719 1273038190 7.055782 50.887338 #--- 1273038000.0
1261719 1273038205 7.05372 50.888698 #--- 1273038000.0
1261719 1273038213 7.054509 50.889527 #--- 1273038000.0
1261719 1273038219 7.05478 50.890407 #--- 1273038000.0
1261719 1273038234 7.05656 50.892102 #--- 1273038000.0
1261719 1273038244 7.056966 50.893583 #--- 1273038000.0
1261719 1273038247 7.056835 50.893957 #--- 1273038000.0
1261719 1273038256 7.055616 50.89466 #--- 1273038000.0
1261719 1273038272 7.053043 50.894972 #--- 1273038000.0
1261719 1273038283 7.051432 50.894803 #--- 1273038000.0
1261719 1273038300 7.04916 50.896152 #--- 1273038000.0
1261719 1273038300 7.04916 50.896152 #--- 1273038300.0
1261719 1273038329 7.047058 50.897364 #--- 1273038300.0
1261719 1273038331 7.047084 50.8975 #--- 1273038300.0
1261719 1273038338 7.04764 50.897784 #--- 1273038300.0
1261719 1273038343 7.047601 50.898215 #--- 1273038300.0
1261719 1273038364 7.046123 50.899026 #--- 1273038300.0
1261719 1273038520 7.056445 50.906703 #--- 1273038300.0
1261719 1273038538 7.05756 50.907759 #--- 1273038300.0
1261719 1273038542 7.057577 50.908017 #--- 1273038300.0
1261719 1273038560 7.059005 50.908471 #--- 1273038300.0
1261719 1273038576 7.060368 50.908634 #--- 1273038300.0
1261719 1273038592 7.061632 50.908348 #--- 1273038300.0
1261719 1273038600 7.062023 50.907882 #--- 1273038300.0
1261719 1273038600 7.062023 50.907882 #--- 1273038600.0
1261719 1273038605 7.061902 50.90763 #--- 1273038600.0
1261719 1273038613 7.061519 50.907486 #--- 1273038600.0
1261719 1273038635 7.060446 50.907436 #--- 1273038600.0
1261719 1273038845 7.049842 50.90772 #--- 1273038600.0
1261719 1273038900 7.047123 50.907955 #--- 1273038600.0
1261719 1273038900 7.047123 50.907955 #--- 1273038900.0
1261719 1273038920 7.043145 50.908922 #--- 1273038900.0
1261719 1273038989 7.030267 50.913849 #--- 1273038900.0
1261719 1273039002 7.028191 50.91549 #--- 1273038900.0
1261719 1273039021 7.026223 50.918755 #--- 1273038900.0
1261719 1273039031 7.02461 50.919906 #--- 1273038900.0
1261719 1273039039 7.023304 50.920469 #--- 1273038900.0
1261719 1273039069 7.017267 50.921776 #--- 1273038900.0
1261719 1273039097 7.012377 50.92423 #--- 1273038900.0
1261719 1273039108 7.01022 50.924917 #--- 1273038900.0
1261719 1273039119 7.008003 50.92513 #--- 1273038900.0
1261719 1273039137 7.004476 50.92486 #--- 1273038900.0
1261719 1273039159 7.000028 50.925132 #--- 1273038900.0
1261719 1273039163 6.99968 50.925656 #--- 1273038900.0
1261719 1273039181 6.999941 50.929225 #--- 1273038900.0
1261719 1273039199 7.001283 50.93277 #--- 1273038900.0
