267953 1273036800 6.962737 50.903725 #--- 1273036800.0
267953 1273036841 6.957439 50.903837 #--- 1273036800.0
267953 1273036845 6.957063 50.904164 #--- 1273036800.0
267953 1273036911 6.962611 50.910577 #--- 1273036800.0
267953 1273036914 6.962504 50.910916 #--- 1273036800.0
267953 1273036942 6.958933 50.910619 #--- 1273036800.0
267953 1273036958 6.956823 50.910699 #--- 1273036800.0
267953 1273036980 6.954229 50.911528 #--- 1273036800.0
267953 1273036996 6.95247 50.912707 #--- 1273036800.0
267953 1273037009 6.951403 50.913951 #--- 1273036800.0
267953 1273037016 6.951175 50.914759 #--- 1273036800.0
267953 1273037042 6.948865 50.917174 #--- 1273036800.0
267953 1273037100 6.952403 50.923648 #--- 1273036800.0
