Via Pietro Mascagni,[['residential', -1]]
Via Gaetano Postiglione,[['residential', -1], ['secondary', -1]]
Via Prospero Petroni,[['residential', -1], ['residential', -1]]
Via Giuseppe Capaldi,[['residential', -1]]
Via Napoleone Colajanni,[['residential', -1]]
Strada Adriatica,[['secondary', -1], ['secondary', -1]]
Via Modugno,[['tertiary', -1], ['unclassified', -1], ['tertiary_link', -1], ['unclassified', -1], ['unclassified', -1], ['tertiary', -1]]
Vico del Lauro,[['pedestrian', -1], ['pedestrian', -1], ['pedestrian', -1]]
Via Giuseppe Maria Giovene,[['residential', -1]]
Via De Lilla,[['residential', -1]]
Via Daunia,[['residential', -1], ['unclassified', -1]]
Autoparco Provinciale Croce Rossa Italiana - BARI,[['service', -1]]
Strada San Giuseppe,[['pedestrian', -1]]
Piazza Giulio Cesare,[['tertiary', -1]]
Via delle Camelie,[['unclassified', -1], ['unclassified', -1], ['unclassified', -1], ['unclassified', -1]]
Viale Madre Teresa di Calcutta,[['unclassified', '50'], ['unclassified', '50'], ['unclassified', '50']]
Via Giorgio La Pira,[['residential', -1]]
Via Marchese di Montrone,[['residential', -1]]
Via Pasquale Di Cagno,[['residential', -1]]
Viale delle Regioni,[['residential', -1], ['residential', -1], ['residential', -1]]
Via Arcidiacono Giovanni,[['residential', -1], ['residential', -1]]
Strada Bianchi Dottula,[['pedestrian', -1], ['pedestrian', -1]]
Via Domenico Cirillo,[['residential', -1]]
Via Angelo Bertolini,[['residential', -1]]
Via Santa Teresa,[['unclassified', -1]]
Via Gian Giuseppe Carulli,[['residential', -1], ['tertiary', -1]]
Largo Monsignore Augusto Curi,[['pedestrian', -1]]
Viale Caduti Di Tutte Le Guerre,[['residential', -1], ['residential', -1], ['residential', -1]]
Via Divisione Paracadutisti Folgore,[['residential', -1]]
Via Mario Pagano,[['secondary', -1]]
Via Andrea Costa,[['residential', -1]]
Via Arcangelo Scacchi,[['residential', -1]]
Strada Martinez,[['pedestrian', -1]]
Via Abate Giacinto Gimma,[['residential', -1], ['residential', -1], ['residential', -1]]
Via Benedetto Lorusso,[['residential', -1]]
Via Bitritto,[['trunk', '90'], ['trunk', '70'], ['trunk', '70'], ['trunk', '70'], ['trunk', '70'], ['unclassified', -1], ['service', -1]]
Ponte Padre Pio,[['secondary', -1], ['secondary', -1]]
Via Arturo Toscanini,[['unclassified', -1], ['residential', -1], ['unclassified', -1]]
Via Enrico Toti,[['residential', -1], ['residential', -1], ['residential', -1]]
Via Roberto da Bari,[['pedestrian', -1], ['residential', -1]]
Percorso all'aperto Museo di Scienze della Terra Di Bari,[['footway', -1], ['footway', -1], ['footway', -1], ['footway', -1], ['footway', -1]]
Via Samuel F. Hahnemann,[['unclassified', -1], ['unclassified', -1]]
Corso Senatore Antonio De Tullio,[['secondary', -1], ['secondary', -1]]
Via Divisione Acqui,[['unclassified', -1], ['unclassified', -1]]
I Vico San Francesco della Scarpa,[['pedestrian', -1]]
Largo Francesco Cacucci,[['footway', -1], ['footway', -1]]
Via Caldarola,[['tertiary', -1], ['tertiary', -1], ['tertiary', -1], ['tertiary', -1], ['tertiary', -1], ['secondary', -1], ['tertiary', -1], ['tertiary', -1], ['tertiary', -1], ['tertiary', -1], ['tertiary', -1], ['tertiary', -1], ['tertiary', -1], ['tertiary', -1], ['tertiary', -1], ['tertiary', -1], ['tertiary', -1], ['tertiary', -1]]
Via Demetrio Marin,[['residential', -1]]
Viale Gaetano Salvemini,[['residential', -1]]
Via De Benedictis,[['residential', -1]]
Via Ritelli,[['residential', -1]]
1° Traversa Ottorino Respighi,[['unclassified', -1], ['unclassified', -1]]
Via Carlo Borsani,[['residential', -1]]
Via Francesco Cilea,[['residential', -1], ['residential', -1], ['residential', -1], ['residential', -1], ['residential', -1]]
Via Giuseppe Petraglione,[['unclassified', -1]]
Via Vittoriano Cimarrusti,[['unclassified', -1]]
Via Vittorio Bottego,[['residential', -1]]
Strada del Carmine,[['pedestrian', -1], ['pedestrian', -1], ['pedestrian', -1], ['pedestrian', -1]]
Via Hrand Nazariantz,[['tertiary', -1], ['tertiary', -1]]
Via Gaetano Santomauro,[['unclassified', -1]]
Via Piemonte,[['residential', '50'], ['residential', -1]]
Vico Forno Santa Scolastica,[['pedestrian', -1], ['pedestrian', -1], ['pedestrian', -1]]
Via Goffredo di Crollalanza,[['residential', -1], ['tertiary', -1], ['secondary', -1], ['secondary', -1]]
traversa III Trentino Alto Adige,[['residential', -1]]
Strada Vassallo,[['unclassified', -1], ['unclassified', -1]]
Via dei Carpentieri,[['unclassified', -1]]
Via Umbria,[['residential', '50']]
Via Andrea Angiulli,[['residential', -1]]
Via Abruzzi,[['residential', -1]]
Via Raffaele Viviani,[['unclassified', -1]]
Via dei Tipografi,[['unclassified', -1]]
Strada San Sebastiano,[['pedestrian', -1]]
Strada Cola di Cagno,[['unclassified', -1]]
Via La Rotella,[['tertiary', '50']]
Via Giuseppe Capruzzi,[['secondary', -1], ['secondary', -1], ['secondary', -1], ['secondary', -1], ['secondary', -1], ['secondary', -1], ['secondary', -1], ['secondary', -1], ['secondary', -1]]
Via Quarto,[['unclassified', -1], ['unclassified', -1]]
Via Tenente Pilota Lucio Carri,[['unclassified', -1]]
Varco Caracciolo,[['service', -1], ['service', -1], ['service', -1], ['service', -1]]
Via Carnia,[['residential', -1]]
Via Pescara,[['residential', -1]]
traversa via Veneto,[['residential', -1]]
Via Michele Garruba,[['pedestrian', -1], ['residential', -1], ['unclassified', -1]]
Via Donato Gargasole,[['residential', -1]]
Via delle Orchidee,[['unclassified', -1]]
