Via Basaluzzo,[['residential', '50']]
Via dell'Albuccione,[['unclassified', -1], ['unclassified', -1], ['residential', -1]]
Galleria Termini,[['footway', -1], ['footway', -1]]
Via Rozzano,[['residential', -1]]
Viale dei Bambini,[['pedestrian', -1]]
Via di Rocca Cencia,[['residential', -1], ['secondary', '50'], ['residential', -1], ['secondary', '50'], ['secondary', '50'], ['unclassified', -1], ['secondary', '50'], ['residential', -1], ['secondary', '50'], ['residential', -1], ['residential', -1]]
Via Italo Gismondi,[['residential', -1]]
Via Don Umberto Terenzi,[['residential', -1], ['service', -1], ['residential', -1], ['residential', -1]]
Via Amatore Sciesa,[['residential', -1], ['residential', -1], ['residential', -1]]
Clivio di Villa Doria,[['unclassified', -1]]
Via Pacentro,[['residential', -1]]
Via Campomorone,[['residential', '50']]
Via Castruccio Castracane,[['residential', -1]]
Vicolo della Rocca,[['residential', -1]]
Via delle Gondole,[['residential', '50'], ['residential', '50']]
Via delle Grotte,[['residential', -1], ['unclassified', -1], ['unclassified', -1], ['unclassified', -1], ['steps', -1], ['unclassified', -1]]
Viale Opita Oppio,[['residential', -1], ['residential', -1], ['residential', -1], ['residential', -1], ['residential', -1]]
Viale Fernando Santi,[['residential', '50'], ['residential', '50'], ['residential', '50']]
Via Settefrati,[['residential', -1], ['residential', -1], ['residential', -1]]
Via Duccio di Buoninsegna,[['residential', '50'], ['residential', '50']]
Via Isabella d'Este,[['residential', -1], ['residential', -1]]
Piazza del Pigneto,[['tertiary', '50'], ['secondary', '50'], ['residential', -1], ['secondary', '50'], ['secondary', '50']]
Via del Grottino,[['residential', -1]]
Via della Villa di Livia,[['unclassified', '50'], ['tertiary', '50'], ['unclassified', -1], ['unclassified', '50'], ['footway', -1], ['footway', -1], ['footway', -1], ['unclassified', -1], ['unclassified', -1]]
Via Augusto Marini,[['residential', '50']]
Largo di Villa Bianca,[['residential', -1], ['residential', -1], ['residential', -1], ['service', -1]]
Via Vilfredo Pareto,[['tertiary', '50'], ['tertiary', '50']]
Via Marcello Piacentini,[['residential', -1], ['residential', -1], ['residential', -1], ['residential', -1]]
Via Gertrude Stein,[['residential', '50']]
Via Fontana Candida,[['secondary', -1], ['secondary', -1], ['secondary', -1], ['secondary', -1], ['secondary', -1], ['secondary', -1], ['secondary', -1], ['secondary', -1], ['secondary', -1], ['secondary', -1], ['secondary', -1], ['secondary', -1]]
Largo del Cimitero di Prima Porta,[['service', -1]]
Via Achille Barilatti,[['residential', -1], ['residential', -1]]
Via Odescalchi,[['residential', -1]]
Via Malvito,[['residential', -1]]
Vicolo del Leopardo,[['residential', '30']]
Via dei Bruzi,[['residential', -1]]
Via Alessandro Cruto,[['residential', -1], ['residential', '50']]
Via Vasco Pratolini,[['residential', -1]]
Vicolo di San Barnaba,[['service', -1]]
Via Francesco Carletti,[['residential', -1]]
Via Varazze,[['residential', -1]]
Ponte di Tor di Quinto,[['trunk', '70'], ['trunk', '70']]
buche,[['path', -1]]
Via Zara,[['residential', -1], ['residential', -1], ['residential', -1], ['steps', -1], ['residential', -1]]
Largo di Porta Cavalleggeri,[['primary', '50']]
Largo Giulio Capitolino,[['residential', -1], ['residential', -1], ['residential', -1]]
Via Giambattista Soria,[['residential', '50'], ['residential', '50']]
Via Pieve Santo Stefano,[['residential', -1]]
Piazza Pompei,[['residential', -1], ['residential', -1], ['pedestrian', -1], ['residential', -1], ['residential', '50']]
Via Domenico Beneventano,[['residential', -1]]
Via Enrico Guazzoni,[['residential', -1]]
Via Icaro,[['residential', -1], ['residential', -1], ['residential', -1], ['residential', -1]]
Via del Convento,[['unclassified', -1], ['residential', -1], ['residential', -1]]
Via Giorgio Franceschi,[['residential', '50'], ['footway', -1]]
Via Giacomo Durando,[['residential', -1]]
Via della Cordonata,[['steps', -1], ['residential', -1], ['residential', -1], ['footway', -1], ['steps', -1], ['service', -1], ['steps', -1], ['footway', -1]]
Via Giovanni Giolitti,[['secondary', '50'], ['unclassified', -1], ['residential', '50'], ['secondary', '50'], ['secondary', '50'], ['secondary', '50'], ['secondary', '50'], ['secondary', '50'], ['residential', -1], ['secondary', '50'], ['residential', -1], ['residential', -1], ['residential', -1], ['unclassified', '50'], ['secondary', '50'], ['unclassified', -1], ['secondary', '50'], ['residential', -1], ['residential', -1], ['footway', -1], ['residential', -1], ['residential', -1], ['residential', -1]]
Piazza degli Zingari,[['residential', '30'], ['residential', '30'], ['pedestrian', -1]]
Largo della Vittoria,[['service', -1]]
Via di Monte Mellone,[['unclassified', -1]]
Via Montottone,[['residential', -1]]
Via dei Ciliegi,[['residential', -1], ['residential', -1], ['service', -1], ['unclassified', -1], ['residential', -1], ['residential', -1], ['residential', -1], ['residential', -1], ['unclassified', -1]]
Faete Basse,[['track', -1], ['track', -1]]
Via Valle della Quistione,[['residential', '50']]
Via Foggia,[['unclassified', -1], ['residential', -1], ['residential', -1]]
Via Nicolò Albergati,[['residential', '50']]
Via delle Orchidee,[['residential', -1], ['residential', -1], ['residential', -1]]
Via Passirano,[['residential', -1]]
Largo Giuseppe la Masa,[['residential', -1]]
Via Papa Pio IX,[['residential', -1], ['residential', -1], ['residential', -1]]
Via del Bambinello,[['residential', -1]]
Via Lariana,[['residential', -1]]
Viale degli Ammiragli,[['residential', '50'], ['residential', '50'], ['residential', '50'], ['residential', '50'], ['residential', '50'], ['residential', '50']]
Via Roma Libera,[['residential', '30'], ['residential', '30']]
Via Carmelo Maravigna,[['residential', -1], ['residential', -1]]
Via Val Santerno,[['residential', '50'], ['residential', '50']]
Via Pierfranco Bonetti,[['residential', -1], ['residential', -1]]
Via Francesco Cancellieri,[['residential', -1]]
Via del Gambero,[['service', -1], ['residential', -1]]
Via Antonio Calderara,[['residential', -1]]
Via Sant'Ambrogio,[['unclassified', -1]]
Via Francesco Mengotti,[['residential', -1]]
Viale Tito Labieno,[['residential', '50'], ['residential', '50'], ['residential', '50'], ['residential', '50'], ['tertiary', '50'], ['residential', '50'], ['tertiary', '50'], ['tertiary', '50'], ['tertiary', '50'], ['tertiary', '50'], ['tertiary', '50'], ['tertiary', '50'], ['service', -1]]
Piazza Metabo,[['residential', -1]]
Via M. Iaconelli,[['service', -1], ['service', -1], ['service', -1]]
Viale Bruno Rizzieri,[['residential', '50'], ['residential', '50'], ['residential', '50'], ['residential', '50'], ['residential', '50'], ['residential', '50'], ['residential', '50'], ['residential', '50'], ['residential', '50'], ['residential', '50'], ['residential', '50'], ['residential', '50'], ['residential', '50'], ['residential', '50']]
Via Francesco d'Alessio,[['residential', -1]]
Via Trino,[['residential', -1]]
Strada di Barbarossa,[['unclassified', -1]]
Via Mombercelli,[['residential', -1]]
Viale Mario Pastore,[['track', -1]]
Viale Luigi Moretti,[['residential', -1], ['residential', -1], ['residential', -1], ['residential', -1], ['residential', -1], ['residential', -1]]
Via Augusto Gaudenzi,[['residential', -1], ['residential', -1]]
Via Serchio,[['residential', '50']]
Via Francesco Maria Veracini,[['residential', -1]]
Via Genova,[['residential', -1], ['unclassified', -1], ['residential', -1], ['residential', -1], ['residential', -1], ['residential', -1], ['residential', -1], ['residential', -1], ['residential', -1], ['residential', -1], ['residential', -1], ['residential', -1]]
Scalette Via Budrio,[['steps', -1]]
Via dei Gerani,[['residential', -1], ['footway', -1], ['residential', -1], ['residential', -1], ['residential', -1], ['residential', -1], ['residential', -1], ['residential', -1], ['service', -1], ['residential', -1], ['residential', -1]]
Via Paride Stefanini,[['tertiary', '50'], ['tertiary', '50'], ['tertiary', '50'], ['tertiary', '50'], ['tertiary', '50'], ['tertiary', '50']]
Piazza delle Rose,[['residential', -1]]
Via Efisio Cugia,[['residential', -1]]
Via Cosimo Morelli,[['residential', -1], ['residential', -1], ['residential', -1], ['residential', -1], ['residential', -1]]
Passaggio a Scirocco,[['pedestrian', -1]]
Vicolo del Conte,[['residential', -1], ['residential', -1]]
Via di Castel Malnome,[['unclassified', -1], ['residential', -1], ['residential', -1], ['residential', -1], ['residential', -1], ['residential', -1], ['residential', -1], ['unclassified', -1], ['unclassified', -1], ['tertiary', '50'], ['unclassified', -1]]
Via Tiberio Cavallo,[['residential', -1]]
Via Adolfo Cinquini,[['unclassified', -1]]
Via Jacopo Torriti,[['residential', -1]]
Via Carmine Calò,[['residential', '50']]
